pose,videoLanguage,start,end,text,split
s2m16045d3fee5faaa2e7b32cf3b940fb81.pose,gsg,0,2370,𝠀񋾡񎋵񂇱񋵡񂈓񆙡񈩡𝠃𝤩𝤵񋾡𝣫𝣘񎋵𝣸𝣬񂇱𝣳𝤓񋵡𝣴𝤰񂈓𝣷𝤡񆙡𝣤𝤠񈩡𝤁𝤐,train
s2m1611a81b14c6324128d362de2ec46db2.pose,gsg,0,2269,𝠀񋾡񎊑񆄡񆄡񆇡񋵡񉥧𝠃𝤥𝤯񋾡𝣫𝣝񎊑𝣸𝣱񆄡𝣫𝤙񆄡𝣿𝤙񆇡𝣸𝤍񋵡𝣧𝤪񉥧𝤅𝤊,train
s2m1622a0233f5e567cb544184f7cddb6e4.pose,gsg,0,3637,𝠀񋾡񋾡񍩑񀀚񀠁񆇡񇀣񋵡񋴅񀀚񋵡񁦃񉛋𝠃𝥗𝥉񋾡𝢾𝣄񋾡𝤌𝣄񍩑𝣉𝣖񀀚𝢼𝣴񀠁𝣳𝣦񆇡𝣎𝣹񇀣𝣑𝣩񋵡𝢵𝤎񋴅𝣳𝤾񀀚𝤍𝣷񋵡𝤆𝤑񁦃𝤢𝣰񉛋𝤸𝣥,train
s2m1624ccba76e431b4e18309feb4e5df81.pose,gsg,0,2069,𝠀񋾡񎋱񂌡񈫇񈙁𝠃𝤞𝥁񋾡𝣯𝣋񎋱𝣼𝣟񂌡𝣷𝣻񈫇𝣻𝤙񈙁𝤎𝣺,train
s2m165926ace4e08038c009a433896f3073.pose,gsg,0,2286,𝠀񇑅񋾡񍲑񁲃񇑙񆸇񁲋񆸃񋸥𝠃𝤹𝤼񇑅𝤒𝤐񋾡𝣴𝣑񍲑𝤃𝣥񁲃𝤚𝣵񇑙𝣓𝤠񆸇𝣲𝣾񁲋𝣓𝤃񆸃𝤍𝣰񋸥𝣾𝤶,train
s2m1665ddc37bacd54913609f7460ae1dcf.pose,gsg,0,2953,𝠀񋎡񋾡񍪱񃁱񃁹񃁹񋴅񋵡񉒍񅣸񋎹񋸥𝠃𝥂𝥉񋎡𝣡𝤉񋾡𝣎𝣄񍪱𝣙𝣚񃁱𝣡𝣩񃁹𝣓𝣩񃁹𝤃𝣨񋴅𝣨𝤾񋵡𝤂𝤆񉒍𝤭𝣲񅣸𝤓𝣧񋎹𝣊𝤉񋸥𝣙𝤢,train
s2m16799750d1869bb12a34dfb98bed9c27.pose,gsg,0,2737,𝠀񋾡񋾡񎊑񇈃񃇱񇆥񎣡񅯱񆙡𝠃𝤽𝤰񋾡𝣏𝣝񋾡𝤀𝣝񎊑𝣜𝣱񇈃𝣚𝤗񃇱𝣘𝤆񇆥𝤤𝤕񎣡𝣼𝤂񅯱𝤗𝤇񆙡𝤪𝤄,train
s2m16ad7c7b3df96a4f85f9f054780b6588.pose,gsg,0,2887,𝠀񂇇񋾡񎋵񂋡񆿁񋵡񂈛񎴇񆇡񀠱񇆥񋵡𝠃𝤿𝤸񂇇𝣛𝣿񋾡𝣗𝣕񎋵𝣤𝣩񂋡𝣣𝤃񆿁𝣣𝤟񋵡𝣎𝤆񂈛𝤤𝤊񎴇𝤇𝤏񆇡𝤒𝣽񀠱𝤖𝤉񇆥𝤔𝤪񋵡𝤥𝤃,train
s2m16ae2174ffcb9f1bf67d53a6b4e0d578.pose,gsg,0,3253,𝠀񋾡񋾡񋾡񍸑񎑱񅠁񅠉񄶁񂈁񈩭񈩽񋻥񉷡񉳂𝠃𝥢𝥃񋾡𝣁𝣊񋾡𝣾𝣊񋾡𝤻𝣊񍸑𝣍𝣡񎑱𝤈𝣟񅠁𝣗𝣶񅠉𝢷𝤈񄶁𝤓𝣸񂈁𝥕𝣺񈩭𝣒𝤎񈩽𝢪𝤢񋻥𝣇𝤽񉷡𝤏𝤚񉳂𝥎𝤗,train
s2m16af688392f9fc5dbcf1fe3727a3e74f.pose,gsg,0,2319,𝠀񋾡񋾡񍸑񁲂񂣹񋵡񀀃񆿃񊻁񂣹񋵡𝠃𝥄𝤳񋾡𝣍𝣙񋾡𝤖𝣙񍸑𝣙𝣰񁲂𝣡𝤀񂣹𝤐𝤂񋵡𝤍𝤚񀀃𝤦𝤊񆿃𝤣𝤝񊻁𝣢𝤜񂣹𝣌𝤄񋵡𝣉𝤜,train
s2m16c82388a4d3a0020e80fbcf2d4aefb2.pose,gsg,0,2553,𝠀񋾡񁶑񁶙񋟁񋠍񋻥񌀅񎋵񊒥񆳅񁼡𝠃𝤾𝥃񋾡𝤏𝣉񁶑𝤤𝣭񁶙𝤉𝣶񋟁𝤪𝤐񋠍𝤔𝤘񋻥𝤖𝤽񌀅𝣎𝣉񎋵𝣛𝣝񊒥𝣭𝣟񆳅𝣺𝣪񁼡𝣜𝣭,train
s2m16c96fd089d63133f68ce56f627bf11e.pose,gsg,0,2767,𝠀񋾡񋾡񋾡񍋑񎋵񋸥񂋢񂋪񆇡񈗢񈗸񂋪񋵡񆅱񈗡񀤑񇵽𝠃𝥧𝥈񋾡𝢶𝣄񋾡𝤄𝣄񋾡𝤾𝣄񍋑𝥋𝣏񎋵𝣃𝣘񋸥𝢿𝥂񂋢𝣑𝣽񂋪𝢥𝣽񆇡𝣂𝣫񈗢𝣋𝤏񈗸𝢴𝤎񂋪𝣿𝣲񋵡𝤂𝤌񆅱𝤘𝤂񈗡𝤙𝣯񀤑𝥕𝣔񇵽𝥒𝣳,train
s2m16d690545179198e8115fd29fcca6a03.pose,gsg,0,2319,𝠀񋾡񋾡񎋵񆅩񃁳񊤡񋵡񆅸񎲬񀠲񆇡񆿅񋵡񆞁𝠃𝥇𝤿񋾡𝣌𝣍񋾡𝤕𝣍񎋵𝣙𝣡񆅩𝣌𝤜񃁳𝣆𝤐񊤡𝣜𝤁񋵡𝣊𝤬񆅸𝤟𝤉񎲬𝤑𝤗񀠲𝤡𝤞񆇡𝤐𝤙񆿅𝤛𝤰񋵡𝤘𝤌񆞁𝤸𝤱,train
s2m16d71db362bfaf60057bed64f5589810.pose,gsg,0,2753,𝠀񋾡񍪱񇀡񀟣𝠃𝤢𝤤񋾡𝣫𝣨񍪱𝣶𝣾񇀡𝤒𝣴񀟣𝤀𝤕,train
s2m16ed9a6075d8e54c77d0f5dd1e2eb8d6.pose,gsg,0,2152,𝠀񋾡񎋵񂣱񈗥񆇡񋵡񂇡𝠃𝤡𝤲񋾡𝣯𝣛񎋵𝣼𝣰񂣱𝤁𝤋񈗥𝤓𝤏񆇡𝣿𝤠񋵡𝣫𝤭񂇡𝣳𝤐,train
s2m17090889d7a881523d7ed881a14c60be.pose,gsg,0,2667,𝠀񋾡񍲑񂣹񋵡񆌁񀘡񊒡𝠃𝤥𝤱񋾡𝣫𝣛񍲑𝣺𝣯񂣹𝣫𝤇񋵡𝣧𝤜񆌁𝣹𝤗񀘡𝤒𝤖񊒡𝣿𝤍,train
s2m170d39f7e85ddfdd8e85db748c645a12.pose,gsg,0,2085,𝠀񋾡񍪱񆅁񂇋񋵡񇂁񋑡𝠃𝤡𝤹񋾡𝣬𝣓񍪱𝣷𝣩񆅁𝤀𝤩񂇋𝣳𝤜񋵡𝣯𝤪񇂁𝤎𝤏񋑡𝤊𝣱,train
s2m171a22e19a5fdc251fae0d45c2872af0.pose,gsg,0,3153,𝠀񋾡񍸑񅫑񋗡𝠃𝤠𝤯񋾡𝣭𝣞񍸑𝣹𝣵񅫑𝤂𝤄񋗡𝣺𝤔,train
s2m1722be18b5a1019aae5db89aca8d4732.pose,gsg,0,2967,𝠀񋾡񎋵񅣱񊤡񋵡񆙡񂈉𝠃𝤦𝤮񋾡𝣮𝣞񎋵𝣻𝣲񅣱𝣱𝤉񊤡𝤌𝤆񋵡𝣦𝤩񆙡𝣳𝤝񂈉𝣦𝤌,train
s2m17280bd8f6ab8e3d9b05e181e486741a.pose,gsg,0,2703,𝠀񋾡񎋵񃇸񃇺񇈒񇈄񋻥𝠃𝤥𝥁񋾡𝣴𝣌񎋵𝤁𝣠񃇸𝤌𝣽񃇺𝣪𝤀񇈒𝣧𝤓񇈄𝤋𝤘񋻥𝣻𝤻,train
s2m173c06b3b29b31da71e4a71df10b58f1.pose,gsg,0,2419,𝠃𝤆𝤆񋾡𝢩𝤇񄵡𝣆𝤩񋔡𝢯𝤺񇀥𝢴𝥇񎘁𝢶𝤝,train
s2m173e3103f5ce64659a490fe20dd1c7da.pose,gsg,0,3170,𝠀񋾡񍲑񅤡񅤩񉁩񉁱񋸥𝠃𝤮𝤶񋾡𝣳𝣗񍲑𝤂𝣫񅤡𝤐𝤋񅤩𝣠𝤋񉁩𝤚𝣰񉁱𝣞𝣯񋸥𝣾𝤰,train
s2m1754e00381ff9bc9d4441c5bf0f44ea8.pose,gsg,0,2219,𝠀񋾡񎋵񆄡񆅺񋵡񆳁񈗥񆸁𝠃𝤞𝤷񋾡𝣲𝣕񎋵𝣿𝣩񆄡𝤆𝤆񆅺𝣳𝤁񋵡𝣯𝤔񆳁𝤉𝣾񈗥𝤇𝤘񆸁𝣾𝤪,train
s2m175ecd06da484b830fc82c2a36576567.pose,gsg,0,2319,𝠀񌀂񍸑񆇡񆇡񆥡񆥡񀀑񀀙񋸤񋸥𝠃𝤣𝥅񌀂𝣴𝣟񍸑𝤀𝣶񆇡𝣩𝣧񆇡𝤙𝣧񆥡𝣯𝣇񆥡𝤐𝣇񀀑𝤔𝣇񀀙𝣩𝣇񋸤𝤋𝣠񋸥𝣾𝤿,train
s2m1774512c831b4c7a3b3b0c7a9d997a75.pose,gsg,0,3100,𝠀񋾡񋾡񍪱񁯡񋗡񂈑񂈙񆇡񋸥񉳋񉳓񆇡𝠃𝤾𝥇񋾡𝣏𝣆񋾡𝤌𝣆񍪱𝣚𝣜񁯡𝣞𝣲񋗡𝣙𝤄񂈑𝤟𝣴񂈙𝤑𝣴񆇡𝤙𝣭񋸥𝤖𝥁񉳋𝤩𝤅񉳓𝣾𝤆񆇡𝤙𝤘,train
s2m1777712995aeb2dd7047d66149fa5a9d.pose,gsg,0,2469,𝠀񋾡񌀅񍧱񃤺񃥒񆏁񆿅񇀧񆱥񁲃񋵡𝠃𝥊𝥁񋾡𝣉𝣋񌀅𝤗𝣋񍧱𝣐𝣟񃤺𝣃𝤦񃥒𝣜𝣱񆏁𝣐𝤘񆿅𝣕𝤆񇀧𝤬𝣯񆱥𝤷𝣫񁲃𝤈𝣭񋵡𝣆𝤼,train
s2m177d5008463f201a3c6884d63c8d3fea.pose,gsg,0,2669,𝠀񋾡񋾡񍩑񆇡񊤡񊻁񇀧񇀳񋸥񎣡񆿅񆿕񋺅񃃃񃃋񀕣񀕋𝠃𝥙𝥃񋾡𝢸𝣊񋾡𝤍𝣊񍩑𝣃𝣜񆇡𝤜𝣿񊤡𝤿𝤃񊻁𝣦𝤃񇀧𝤡𝤝񇀳𝤂𝤝񋸥𝤚𝤽񎣡𝢴𝣳񆿅𝣌𝤟񆿕𝢸𝤟񋺅𝣀𝤷񃃃𝣏𝤄񃃋𝢳𝤄񀕣𝤟𝤋񀕋𝤃𝤋,train
s2m178d591a5ad0d720fbf2f2ce7e816db3.pose,gsg,0,2119,𝠀񋾡񎋵񂤨񂤰񂤡񂤩񋁈񋁠񋸥𝠃𝤵𝥁񋾡𝣴𝣋񎋵𝤁𝣠񂤨𝤡𝤛񂤰𝣘𝤛񂤡𝤇𝣺񂤩𝣲𝣺񋁈𝤜𝤁񋁠𝣚𝤁񋸥𝣾𝤻,test
s2m179531b0ada110e40426a2bd3c1f8c29.pose,gsg,0,2967,𝠀񋾡񋾡񍩑񁳉񁲑񈗧񈗳񆿅񆉃񂇡񃃑񋵡񆊡񄵑񄶉񋸥𝠃𝥓𝥅񋾡𝣙𝣈񋾡𝤧𝣈񍩑𝣤𝣚񁳉𝢺𝣾񁲑𝤄𝣿񈗧𝣺𝤐񈗳𝣌𝤐񆿅𝥆𝤄񆉃𝤹𝣻񂇡𝤫𝣯񃃑𝤹𝣳񋵡𝤫𝤋񆊡𝣢𝣯񄵑𝣩𝤂񄶉𝣖𝤁񋸥𝣣𝤿,train
s2m17a405a1ad3bd278747c0574f21e5a28.pose,gsg,0,3287,𝠀񅰲񋾡񋾡񍲑񇷘񅰺񇷰񋸥񁳑񋟇𝠃𝥊𝤾񅰲𝣢𝤐񋾡𝣎𝣎񋾡𝤗𝣎񍲑𝣝𝣢񇷘𝣠𝣵񅰺𝣉𝤐񇷰𝣂𝣵񋸥𝣘𝤸񁳑𝤲𝣷񋟇𝤝𝤑,train
s2m17a95b01c4d7d61a5962ae1dae50e161.pose,gsg,0,2867,𝠀񋾡񍧱񀀙񆇡񈙈񋵡񅮑𝠃𝤟𝤸񋾡𝣮𝣔񍧱𝣵𝣨񀀙𝣾𝤓񆇡𝣳𝤊񈙈𝤀𝣺񋵡𝣿𝤳񅮑𝤂𝤒,train
s2m17b0f9b17335e10a3a89e6e991bd9549.pose,gsg,0,1985,𝠀񌀆񂣱񎘁񂣹񇀵񇀥񊤡񊤲񆳅񆳅񋺅𝠃𝤺𝤺񌀆𝣳𝣓񂣱𝤍𝣯񎘁𝤀𝣪񂣹𝣮𝣯񇀵𝣯𝤇񇀥𝤍𝤆񊤡𝤠𝣷񊤲𝣒𝣷񆳅𝤜𝤒񆳅𝣥𝤒񋺅𝣽𝤯,train
s2m17bf39f89a57107e6e5f323713fa4074.pose,gsg,0,1919,𝠀񆄻񋾡񎘁񎲯񋵡񁦁񆄢񇅈񆳁𝠃𝤧𝤸񆄻𝣾𝤒񋾡𝣰𝣔񎘁𝣽𝣪񎲯𝣧𝤙񋵡𝣿𝤋񁦁𝤑𝣷񆄢𝣦𝤓񇅈𝣱𝤥񆳁𝣩𝤋,train
s2m17c17097d37d185cc100df2753248e86.pose,gsg,0,1735,𝠀񋾡񎋱񀙑񈙁񉌋񉌋񉌃𝠃𝤣𝤳񋾡𝣪𝣚񎋱𝣷𝣮񀙑𝣪𝤘񈙁𝤓𝤂񉌋𝣹𝤓񉌋𝣼𝣾񉌃𝣬𝤇,train
s2m17d7d3c2b40119e14b7a1d0cc1944aa8.pose,gsg,0,2717,𝠀񋾡񋾡񍘱񀠫񆇡񋵡񀖂񇆥񅟏񅟇񋸥񆇡񉍢񉍺𝠃𝥈𝥈񋾡𝣊𝣄񋾡𝤓𝣄񍘱𝣕𝣜񀠫𝣄𝤒񆇡𝣒𝤆񋵡𝣅𝤢񀖂𝣒𝣪񇆥𝣤𝤅񅟏𝤳𝤇񅟇𝤂𝤇񋸥𝤝𝥂񆇡𝤠𝣮񉍢𝤭𝣫񉍺𝤂𝣫,train
s2m17e38b445a86ee44c06bc9e61492b7b7.pose,gsg,0,2386,𝠀񆹡񋾡񎋱񀭂𝠃𝤠𝤲񆹡𝤆𝤉񋾡𝣬𝣚񎋱𝣹𝣮񀭂𝤄𝤔,train
s2m17e63cd16d58ab7ecb618df034f68601.pose,gsg,0,2619,𝠀񁳑񋾡񉍣񎋵񉍻񁳙񋸥񆇡𝠃𝤱𝤾񁳑𝤙𝣻񋾡𝣴𝣎񉍣𝤅𝤖񎋵𝤁𝣢񉍻𝣭𝤢񁳙𝣛𝣻񋸥𝣿𝤸񆇡𝤏𝤤,train
s2m17ee5a1c39cc2e7c66bd2d9eeafadfed.pose,gsg,0,2169,𝠀񋾡񍘱񃊱񎷇񈬥𝠃𝤦𝤺񋾡𝣦𝣓񍘱𝣱𝣫񃊱𝤈𝣧񎷇𝣩𝤸񈬥𝤖𝣕,train
s2m17f2cc3c471a261b918a16f00bb9be50.pose,gsg,0,3453,𝠀񋾡񍘱񂇗񋵡񂇗񋵡񄧳񆇡񇆥񁲒񋠣񋴅𝠃𝤴𝥃񋾡𝣚𝣊񍘱𝣥𝣢񂇗𝣞𝤕񋵡𝣘𝤣񂇗𝤓𝤖񋵡𝤍𝤤񄧳𝣛𝣲񆇡𝣟𝤈񇆥𝣬𝤃񁲒𝤚𝣼񋠣𝤒𝣭񋴅𝣰𝤸,train
s2m17f66560a5cc1667b95d5f06d06dedc1.pose,gsg,0,3353,𝠀񋾡񋾡񋾡񅯱񎊑񅯹񎲡񅰼񊻈񆕁񃈑񆙡񆙡񃈙񋺅񎣡񆕁񆕁񋎦񋎾񋸥𝠃𝥨𝤽񋾡𝣳𝣏񋾡𝤷𝣏񋾡𝢲𝣏񅯱𝣈𝤆񎊑𝢿𝣤񅯹𝢭𝤆񎲡𝣵𝣴񅰼𝣹𝣱񊻈𝤈𝤁񆕁𝣷𝤇񃈑𝥏𝣿񆙡𝥌𝤈񆙡𝤺𝤇񃈙𝤩𝣿񋺅𝥀𝤡񎣡𝢭𝣴񆕁𝢭𝣹񆕁𝣋𝣹񋎦𝣅𝤙񋎾𝢥𝤙񋸥𝢸𝤷,train
s2m1803a6e6c94b7e7d643306f36afc1e73.pose,gsg,0,2553,𝠀񋾡񎋱񅰱񅰹񇹨񇹲񋸥𝠃𝤹𝤹񋾡𝣴𝣔񎋱𝤁𝣨񅰱𝤉𝤎񅰹𝣪𝤎񇹨𝤟𝣷񇹲𝣔𝣶񋸥𝣿𝤳,train
s2m180baf22fb17d96eb3d1dfddedd6fcff.pose,gsg,0,2533,𝠀񋾡񌀅񎋵񀀁񆱵񆕁񁦑񁦙񈫃񈫓񋺅𝠃𝥊𝥄񋾡𝤏𝣈񌀅𝣆𝣈񎋵𝣓𝣜񀀁𝣋𝣨񆱵𝣞𝣯񆕁𝣂𝣩񁦑𝤦𝣳񁦙𝤆𝣳񈫃𝤷𝤊񈫓𝣸𝤊񋺅𝤙𝤹,train
s2m1817c4880ea7890bf21481a9d2d53bc9.pose,gsg,0,1852,𝠀񋾡񎋱񀀚񀀑񋵡񆇡񈗡񋴅񀀚񋵡񆇡񀀒𝠃𝤱𝤻񋾡𝣛𝣑񎋱𝣨𝣥񀀚𝣣𝣸񀀑𝣩𝤝񋵡𝣜𝤒񆇡𝣛𝣾񈗡𝣦𝤙񋴅𝣾𝤝񀀚𝤗𝣸񋵡𝤦𝤔񆇡𝤕𝣷񀀒𝤍𝣼,train
s2m181a39f0362a95220b44e8678e5f1ed2.pose,gsg,0,2369,𝠀񋾡񍬑񃛁񋎩𝠃𝤟𝤭񋾡𝣭𝣠񍬑𝣳𝣶񃛁𝤆𝤂񋎩𝤊𝤘,train
s2m181b4d06c27eb6c78c9f1886dca536ab.pose,gsg,0,2186,𝠀񇑅񋾡񍲑񁲃񇑙񆸇񁲋񆸃񋸥𝠃𝤹𝤼񇑅𝤒𝤐񋾡𝣴𝣑񍲑𝤃𝣥񁲃𝤚𝣵񇑙𝣓𝤠񆸇𝣲𝣾񁲋𝣓𝤃񆸃𝤍𝣰񋸥𝣾𝤶,train
s2m18271555b5194ff42084538002d7d2e4.pose,gsg,0,2634,𝠀񋾡񍸑񋒅񅟉񅟡񆙡񈛇𝠃𝤢𝤾񋾡𝣺𝣏񍸑𝤆𝣦񋒅𝣫𝤒񅟉𝣪𝣴񅟡𝣮𝣻񆙡𝤆𝣼񈛇𝣸𝤮,train
s2m1836d2b856abd40a174a6c94bd7b41ab.pose,gsg,0,2984,𝠀񋾡񋾡񋾡񎋵񎲧񂈗񀐑񋵡񆇡񇈅񆞁񆄡񆄩񈗡񈗱񆿃񆿗񂌡񂌩񋸥񋺅𝠃𝥧𝥆񋾡𝢷𝣇񋾡𝤀𝣇񋾡𝤽𝣇񎋵𝣄𝣛񎲧𝣷𝣺񂈗𝤐𝣵񀐑𝤂𝤀񋵡𝤙𝣮񆇡𝤃𝣮񇈅𝤈𝤜񆞁𝤞𝤎񆄡𝥘𝣽񆄩𝤷𝣽񈗡𝥗𝣫񈗱𝤹𝣫񆿃𝣖𝤌񆿗𝢪𝤋񂌡𝣖𝣭񂌩𝢦𝣭񋸥𝣁𝤻񋺅𝥈𝤻,train
s2m186009ace7f6d2a8a84dda9840cbf5ec.pose,gsg,0,2367,𝠀񋾡񍲑񀕡񆱥𝠃𝤡𝤛񋾡𝣫𝣲񍲑𝣺𝤆񀕡𝤒𝣽񆱥𝤔𝣷,train
s2m1863b1a1b276e4188510962a14e717cd.pose,gsg,0,2819,𝠃𝤆𝤆񋾡𝢫𝤈񃉃𝢩𝤰񇭭𝣈𝤴񎃑𝢳𝤞,train
s2m186e23e3e4d9c8efb242785806e57936.pose,gsg,0,1969,𝠀񋾡񎊑񅊡񉌊񅊨𝠃𝤧𝤷񋾡𝣥𝣖񎊑𝣲𝣪񅊡𝣨𝤙񉌊𝣺𝤏񅊨𝤐𝤀,train
s2m1871082dff761fe3f1bbb0517c75cd34.pose,gsg,0,3036,𝠀񋾡񋾡񍸑񅫑񆅫񆇡񋵡񈗥񄶱񋗩𝠃𝤹𝤲񋾡𝣓𝣚񋾡𝤄𝣚񍸑𝣟𝣱񅫑𝣚𝤃񆅫𝣟𝤒񆇡𝣓𝤍񋵡𝣟𝤣񈗥𝣺𝤇񄶱𝤞𝣸񋗩𝤠𝤗,train
s2m187184758b430d97257e93bfab515068.pose,gsg,0,3617,𝠀񋾡񋾡񎋵񎣡񆕁񂦢񄶁񋛟񉷡񊦄𝠃𝥐𝤸񋾡𝣀𝣕񋾡𝤉𝣕񎋵𝣍𝣩񎣡𝢽𝣷񆕁𝣑𝤃񂦢𝣞𝣻񄶁𝤣𝣷񋛟𝤷𝤃񉷡𝤟𝤗񊦄𝣣𝤏,train
s2m18766d77c884dc8298cbc45d89b4bf50.pose,gsg,0,2850,𝠀񀖒񀖚񋾡񋾡񍋑񎑱񇀵񇀥񀀂񆥡񆥡񋺅𝠃𝤽𝥆񀖒𝤟𝣳񀖚𝣽𝣳񋾡𝣐𝣆񋾡𝤊𝣆񍋑𝣝𝣑񎑱𝣚𝣛񇀵𝤉𝤍񇀥𝤢𝤌񀀂𝣬𝣙񆥡𝤌𝣫񆥡𝤟𝣫񋺅𝤖𝤻,train
s2m188fff9d86ea8c9a1ffee6060a3d846a.pose,gsg,0,2119,𝠀񋾡񎋵񉶉񅰡𝠃𝤟𝤶񋾡𝣮𝣖񎋵𝣻𝣪񉶉𝤆𝤒񅰡𝤋𝣸,train
s2m1890dea13e5cdb25a3e3481168020cf1.pose,gsg,0,2620,𝠀񋾡񋾡񍸑񆇡񇑅񋸥񇑙񈙇񈙗񀠱񀠹񋻥񂱑񂱙񆳑񆳑񇆣񇆷𝠃𝥓𝥈񋾡𝣇𝣅񋾡𝤕𝣅񍸑𝣓𝣜񆇡𝣓𝣾񇑅𝤤𝤊񋸥𝣏𝥁񇑙𝤄𝤙񈙇𝤵𝤝񈙗𝤓𝤬񀠱𝤯𝣦񀠹𝤏𝣶񋻥𝤛𝥂񂱑𝣣𝣵񂱙𝢽𝣵񆳑𝢺𝣭񆳑𝣡𝣭񇆣𝣤𝤊񇆷𝢽𝤉,train
s2m189c4aacb20328a93cf8c08ef887c8f2.pose,gsg,0,3150,𝠀񋾡񋾡񎋱񃇨񈟅񃈘񃈠񆙡񆙡񋸥𝠃𝥇𝤳񋾡𝣍𝣙񋾡𝤖𝣙񎋱𝣚𝣭񃇨𝣝𝣶񈟅𝣅𝣼񃈘𝤴𝤇񃈠𝤈𝤇񆙡𝤙𝤍񆙡𝤪𝤍񋸥𝤡𝤭,train
s2m18b0409b41444e1331105d781032b3fc.pose,gsg,0,3437,𝠀񋾡񋾡񍧱񀀂񀀊񋗡񋗹񋻥񇆡񇆱񃈘񃈠񋺅𝠃𝥊𝥅񋾡𝣍𝣇񋾡𝤖𝣇񍧱𝣔𝣛񀀂𝤭𝣰񀀊𝤐𝣺񋗡𝤳𝤋񋗹𝤏𝤛񋻥𝤝𝤽񇆡𝣤𝤕񇆱𝣂𝤕񃈘𝣪𝣶񃈠𝣂𝣶񋺅𝣘𝤺,train
s2m18cce2640735fa91a0feefe361fc9482.pose,gsg,0,1618,𝠀񎣡񂇜񋾡񍩑񆇡񇈃񎣡𝠃𝤬𝤯񎣡𝣡𝤫񂇜𝤕𝤗񋾡𝣥𝣝񍩑𝣱𝣰񆇡𝤈𝤞񇈃𝤊𝣿񎣡𝣡𝤀,train
s2m18e04e0e031d613847dfd16430cad91c.pose,gsg,0,1852,𝠀񋾡񍘱񆅸񆇡񋵡񆞁񊕡񆇡񄶁񆇡𝠃𝤬𝤺񋾡𝣡𝣓񍘱𝣬𝣫񆅸𝣨𝤟񆇡𝣸𝤚񋵡𝣡𝤱񆞁𝤝𝤡񊕡𝣴𝤃񆇡𝣺𝤬񄶁𝤆𝤜񆇡𝣦𝤗,train
s2m18e4915cebdd49cc1ae34ba2c138bcb1.pose,gsg,0,2402,𝠀񋾡񋾡񎊑񎟑񉌁񇀦񇀴񆥡񆥡񆢡񀕪񀕢񋸥񁏱𝠃𝥋𝤶񋾡𝣂𝣗񋾡𝤗𝣖񎊑𝣏𝣫񎟑𝣊𝣸񉌁𝣚𝤂񇀦𝤬𝤋񇀴𝤎𝤌񆥡𝤲𝣹񆥡𝤒𝣹񆢡𝣟𝣻񀕪𝤇𝤀񀕢𝤭𝤀񋸥𝤡𝤰񁏱𝣨𝣺,train
s2m18f0d136b1c2b5abebe969589ded6137.pose,gsg,0,2419,𝠀񋾡񋾡񍘱񁳒񆅱񆸁񋵡񊒨񀕡񀕩񋺅񇀥񇀵񆥡񆥡𝠃𝤿𝥄񋾡𝣏𝣉񋾡𝤘𝣉񍘱𝣚𝣡񁳒𝣗𝣼񆅱𝣖𝤕񆸁𝣍𝣮񋵡𝣖𝤦񊒨𝣩𝤑񀕡𝤭𝣱񀕩𝤘𝣱񋺅𝤣𝤹񇀥𝤭𝤒񇀵𝤗𝤑񆥡𝤔𝣭񆥡𝤱𝣭,train
s2m18fb0695ee8285b06a11677277b7cf6a.pose,gsg,0,2553,𝠀񋾡񍘱񂇛񋵡񄶑񆇡񇉥𝠃𝤘𝥁񋾡𝣴𝣌񍘱𝣿𝣤񂇛𝣻𝤭񋵡𝣸𝤼񄶑𝣾𝣳񆇡𝤂𝤠񇉥𝣺𝤒,train
s2m18fff001771cfd79c501f003f1c76ab9.pose,gsg,0,1885,𝠀񅯁񋾡񅰡񎑱񆕁񋴅𝠃𝤧𝤷񅯁𝣦𝤍񋾡𝣦𝣕񅰡𝤘𝤃񎑱𝣰𝣪񆕁𝣧𝣿񋴅𝣻𝤬,train
s2m190e743f833c732ac21b4c907cc2066d.pose,gsg,0,3521,𝠀񋾡񋾡񈙁񎊑񋵡񂈊񂈂񆙡񋸥񈠨񈠲񆞁񂇑񂇙񆇡𝠃𝥂𝥁񋾡𝣋𝣋񋾡𝤅𝣋񈙁𝣟𝣳񎊑𝣘𝣟񋵡𝣌𝤚񂈊𝤍𝤉񂈂𝤑𝣻񆙡𝤄𝤄񋸥𝤎𝤻񈠨𝤦𝤊񈠲𝣴𝤖񆞁𝤎𝣴񂇑𝣔𝣷񂇙𝣌𝣾񆇡𝣋𝣲,train
s2m191f725f151cf717ce29891b46b432f1.pose,gsg,0,2686,𝠀񋾡񎘁񂋣񊒡𝠃𝤡𝤳񋾡𝣫𝣙񎘁𝣸𝣯񂋣𝤆𝤠񊒡𝤇𝤇,train
s2m192958084da583a53426aaeb63182c5d.pose,gsg,0,2517,𝠀񋾡񎋵񆄱񂣺񆜡񋦡񋵡𝠃𝤟𝤹񋾡𝣰𝣔񎋵𝣽𝣨񆄱𝤂𝤑񂣺𝣲𝤀񆜡𝤊𝣽񋦡𝤁𝤥񋵡𝣭𝤔,train
s2m194171915efc22a3b5de473f2c3c437e.pose,gsg,0,2302,𝠀񋾡񍬑񂇺񋵡񃧂񈙈񆕁𝠃𝤤𝤯񋾡𝣱𝣝񍬑𝣷𝣳񂇺𝣱𝤎񋵡𝣨𝤠񃧂𝣻𝤓񈙈𝤎𝤙񆕁𝣪𝤋,train
