pose,videoLanguage,start,end,text,split
s2m5cffb8dc9363f740179e028773f702b3.pose,gsg,1400,1866,𝠀񋾡񍧱񈗡񆇡񃃑񃃙񋵡𝠃𝤛𝤰񋾡𝣵𝣜񍧱𝣼𝣰񈗡𝤍𝤆񆇡𝣷𝤍񃃑𝣾𝤗񃃙𝣳𝤚񋵡𝣱𝤫,train
s2m5d0671f011bb5dc97d72e2130b82f412.pose,gsg,542,864,𝠀񋾡񍸑񋵡񊿨񂈁񂈋𝠃𝤛𝤱񋾡𝣲𝣛񍸑𝣾𝣲񋵡𝣳𝤡񊿨𝤇𝤂񂈁𝤏𝤖񂈋𝣲𝤓,train
s2m5d1de5058e0d106b0ba898c58b01e490.pose,gsg,915,1762,𝠀񇅑񋾡񍸑񀖁񀖉񆺣񆺧񈗧񈗷񇅁񇅁񇅑񆺧񆺣񋺅𝠃𝤿𝥈񇅑𝣗𝣬񋾡𝣚𝣅񍸑𝣦𝣜񀖁𝣯𝤃񀖉𝣙𝤃񆺣𝤀𝤃񆺧𝣍𝤃񈗧𝣺𝤣񈗷𝣟𝤢񇅁𝣯𝣬񇅁𝤮𝤒񇅑𝤓𝤒񆺧𝤖𝤃񆺣𝤲𝤃񋺅𝣤𝤽,train
s2m5d214be542662af75c81348513439f1c.pose,gsg,915,1762,𝠀񆇡񋾡񂋹񍪱񋵡񀕓񇆣𝠃𝤥𝤹񆇡𝣼𝤒񋾡𝣩𝣓񂋹𝣧𝤄񍪱𝣴𝣩񋵡𝣮𝤡񀕓𝤇𝤏񇆣𝤕𝤠,train
s2m5d2c8d00e12b784c1bf05188ad053e98.pose,gsg,610,915,𝠀񋾡񋾡񍪱񁳉񅯣񊤥񊤶񋺅񅋁𝠃𝥄𝥆񋾡𝣉𝣇񋾡𝤗𝣇񍪱𝣔𝣝񁳉𝤇𝣬񅯣𝣜𝣵񊤥𝤩𝤎񊤶𝤇𝤎񋺅𝤞𝤻񅋁𝤬𝣭,train
s2m5d32f270e7808ed34e037cde8a4c6fca.pose,gsg,466,2200,𝠃𝤆𝤆񋾡𝣦𝣨񋾡𝢩𝣨񄶋𝣞𝤦񄶃𝣽𝤌񋟋𝣾𝤤񇀤𝣅𝣻񋠋𝣡𝤼񂮑𝣎𝣧񋻥𝣬𝥦񎑱𝢳𝣽񆳁𝣐𝣢,train
s2m5d354a614de7d65cbc44fb211611da0e.pose,gsg,1152,1237,𝠀񋾡񋾡񎋱񇀥񋵡񆳅񈙁񂇋񀀅񁳁𝠃𝤸𝤹񋾡𝣔𝣔񋾡𝤎𝣔񎋱𝣡𝣨񇀥𝣨𝤏񋵡𝤋𝤝񆳅𝤪𝣹񈙁𝤨𝤀񂇋𝤉𝤏񀀅𝣥𝣹񁳁𝤟𝤚,test
s2m5d46be4262c500addd7c2e73cfaa71c6.pose,gsg,483,1766,𝠃𝤆𝤆񋾡𝢩𝣾񋄨𝣍𝤖񀥱𝣃𝤲񀥹𝣑𝤬񎑱𝢳𝤓񆇡𝣕𝥈,train
s2m5d4caf1ae90715bc8bb781f49552e99d.pose,gsg,483,1766,𝠀񋾡񎋵񁳒񁳚񉳋񉳓񋸥񆇡񆇡𝠃𝤮𝥄񋾡𝣴𝣈񎋵𝤁𝣜񁳒𝤇𝣯񁳚𝣪𝣯񉳋𝤙𝤆񉳓𝣟𝤆񋸥𝣾𝤾񆇡𝤁𝤙񆇡𝤁𝣿,train
s2m5d4d4c762e8595bf366346487d8119f1.pose,gsg,372,2762,𝠀񋾡񋾡񎋵񋻥񁳑񁳙񋟳񋟗񋻥񁳙񁳑񈢁񈢙𝠃𝥍𝥅񋾡𝣎𝣇񋾡𝤗𝣇񎋵𝣛𝣛񋻥𝤤𝤿񁳑𝣬𝣲񁳙𝢿𝣽񋟳𝣪𝤒񋟗𝣀𝤟񋻥𝣔𝤿񁳙𝤇𝣿񁳑𝤴𝣴񈢁𝤲𝤖񈢙𝤇𝤢,train
s2m5d62752ad7fd3c28c952f8fa4602ce7d.pose,gsg,1050,1616,𝠀񋾡񋾡񍘱񁽗񁽳񆇡񇀡񇀵񋸥񋸥񅰲񅰺񇵸񇶐𝠃𝥉𝥁񋾡𝣒𝣋񋾡𝤛𝣋񍘱𝣝𝣣񁽗𝣒𝤒񁽳𝣙𝤁񆇡𝣭𝤒񇀡𝣰𝣭񇀵𝣄𝤖񋸥𝣝𝤻񋸥𝤥𝤻񅰲𝤰𝤄񅰺𝤕𝤄񇵸𝤲𝣰񇶐𝤑𝣰,train
s2m5d672a941066b37217e79a786fe47348.pose,gsg,508,983,𝠀񋾡񎑱񅊃񈝨񈙇𝠃𝤥𝤱񋾡𝣳𝣛񎑱𝣽𝣰񅊃𝣨𝤇񈝨𝤉𝤏񈙇𝤇𝤡,train
s2m5d69478de6e76f33cdac15fa8a29e826.pose,gsg,542,1118,𝠀񋾡񍲑񋁑񋁉񋸥񁵃񁵋񆇡񈝡񈝱𝠃𝥊𝤾񋾡𝣳𝣎񍲑𝤂𝣢񋁑𝣂𝣻񋁉𝤭𝣹񋸥𝣽𝤸񁵃𝤃𝤉񁵋𝣪𝤍񆇡𝤀𝣿񈝡𝤦𝤅񈝱𝣗𝤇,train
s2m5da236271fc4006ea21069b4cfb39137.pose,gsg,576,1627,𝠀񋾡񎊑񅊺񅋒񆞁񋟋񋠃񋻥𝠃𝤱𝥃񋾡𝣭𝣊񎊑𝣺𝣞񅊺𝣷𝤗񅋒𝣺𝣾񆞁𝤁𝣶񋟋𝤘𝤋񋠃𝣜𝤡񋻥𝣳𝤽,train
s2m5da4adecffd59b9ea46818b303206cb6.pose,gsg,762,1830,𝠀񋾡񍲑񈙓񈙇񆅣񆅫񋸥񆇡𝠃𝤴𝥆񋾡𝣴𝣆񍲑𝤃𝣚񈙓𝣘𝤋񈙇𝤖𝤋񆅣𝤇𝣻񆅫𝣶𝣻񋸥𝣾𝥀񆇡𝤁𝤍,train
s2m5db0561c1bdc4e75c5e1e4a4dc5c655e.pose,gsg,661,1355,𝠀񋾡񍘱񂇛񄶑񆇡񇆥񋵡𝠃𝤥𝤶񋾡𝣨𝣗񍘱𝣳𝣯񂇛𝣭𝤢񄶑𝣹𝣻񆇡𝣰𝤖񇆥𝤌𝤋񋵡𝣨𝤱,train
s2m5df16d6170c2acf2b7be62c3db45b366.pose,gsg,683,2300,𝠀񋾡񋾡񂱛񍦑񋻥񋸥񆇡񂈑񂈙񂱓񇈁񇈑񉳊񉳒𝠃𝥇𝥓񋾡𝣉𝣎񋾡𝤒𝣎񂱛𝣙𝣏񍦑𝣖𝣣񋻥𝣎𝥍񋸥𝤜𝥍񆇡𝤟𝤑񂈑𝤥𝣴񂈙𝤗𝣴񂱓𝣡𝣔񇈁𝣴𝣋񇈑𝣅𝢺񉳊𝤳𝣵񉳒𝤁𝣵,train
s2m5dfe94fd9b2536b801d0af17a9bf76d2.pose,gsg,508,1915,𝠀񋾡񌀅񂤩񎑱񋵡񁹓񈝡񁸂񇉨𝠃𝤼𝤼񋾡𝣐𝣐񌀅𝤍𝣐񂤩𝣘𝤡񎑱𝣚𝣥񋵡𝣕𝤷񁹓𝣕𝤅񈝡𝣭𝣶񁸂𝤠𝣤񇉨𝤛𝣹,train
s2m5e102d7b1baa438fc8dc81d0cbf00406.pose,gsg,711,1898,𝠀񋾡񎊑񂇙񋵡񆿃񆇡񃁰𝠃𝤠𝤯񋾡𝣲𝣝񎊑𝣿𝣱񂇙𝣲𝤇񋵡𝣭𝤣񆿃𝣿𝤢񆇡𝣿𝤎񃁰𝤊𝤈,train
s2m5e1e9fb04de06262b83d1fcd69162d9b.pose,gsg,683,800,𝠀񂤁񂤉񋾡񍦑񆇡񋸥񋎧񋎿񆇡𝠃𝤝𝥅񂤁𝤆𝤐񂤉𝣵𝤐񋾡𝣴𝣈񍦑𝤁𝣝񆇡𝤁𝤅񋸥𝣿𝤿񋎧𝤉𝣳񋎿𝣯𝣳񆇡𝤁𝣯,train
s2m5e278b46c8342968a15472221c6654fa.pose,gsg,900,950,𝠀񋾡񋾡񍬑񋵡񂤩񈟅񆘁񂇛񂇓񆇡񇈁񋵡񃈳𝠃𝥊𝤰񋾡𝣆𝣜񋾡𝤔𝣜񍬑𝣌𝣲񋵡𝣆𝤫񂤩𝣃𝤔񈟅𝣢𝤂񆘁𝣛𝤔񂇛𝤔𝤚񂇓𝤓𝤍񆇡𝤮𝤖񇈁𝤱𝤁񋵡𝤇𝤠񃈳𝣐𝤇,train
s2m5e3083b184f58e2402b7d5e4d218e1db.pose,gsg,355,1796,𝠀񈗨񈗲񋾡񍧱񆹡񆹡񆅱񆅱񆳁񆳁񋸥𝠃𝤤𝥈񈗨𝤔𝣭񈗲𝣪𝣭񋾡𝣴𝣅񍧱𝣻𝣙񆹡𝤊𝣻񆹡𝣨𝣻񆅱𝤇𝤏񆅱𝣶𝤏񆳁𝣸𝤈񆳁𝤉𝤈񋸥𝣿𝥂,train
s2m5e3665c799d0534ece21836b427b585c.pose,gsg,677,745,𝠀񋾡񍩑񀠁񋴅񀧡𝠃𝤟𝤳񋾡𝣲𝣙񍩑𝣽𝣫񀠁𝣭𝤇񋴅𝣵𝤨񀧡𝤐𝤈,train
s2m5e37cb86c6c2901d5ec7f2fa6327a213.pose,gsg,466,1483,𝠀񀀚񋾡񋾡񋾡񎋵񀁊񅪨񆇡񆇡񋵡񊒨񆞁񀀒񅟒񂈉񆙡񋵡񊧡񆰁񇁇𝠃𝥧𝤷񀀚𝤩𝣿񋾡𝢲𝣖񋾡𝣯𝣖񋾡𝤬𝣖񎋵𝢿𝣪񀁊𝢭𝤈񅪨𝢾𝤑񆇡𝢷𝣽񆇡𝢫𝤉񋵡𝢥𝤡񊒨𝣂𝤃񆞁𝣑𝤙񀀒𝤳𝣿񅟒𝣽𝤆񂈉𝣰𝤀񆙡𝣽𝣽񋵡𝣱𝤝񊧡𝣿𝤟񆰁𝥂𝣾񇁇𝥉𝤍,train
s2m5e3a8b4ce05ec2ac31ff3caf706abad4.pose,gsg,559,1694,𝠀񌇡񌇡񍲑񀀡񈙇񃂱񃂹񆇡񆇡񉳋񉳓񋸥𝠃𝤶𝥇񌇡𝣖𝣇񌇡𝤍𝣆񍲑𝣥𝣢񀀡𝣖𝣽񈙇𝣞𝤙񃂱𝤣𝣹񃂹𝤊𝣺񆇡𝤘𝤓񆇡𝤘𝤪񉳋𝤡𝤔񉳓𝤄𝤕񋸥𝤕𝥁,train
s2m5e537d7f64bc21247416f667ca3fa718.pose,gsg,2066,2816,𝠀񋾡񋾡񎋵񆇡񋵡񉌃񉌋񆄱񆄹񇑇񇑗񋑥񋑵񋻥񁯡񁯙𝠃𝥎𝥅񋾡𝣈𝣈񋾡𝤑𝣈񎋵𝣕𝣜񆇡𝣆𝤉񋵡𝢿𝤦񉌃𝣟𝣹񉌋𝣢𝤆񆄱𝤫𝣵񆄹𝤓𝣾񇑇𝤽𝣸񇑗𝣽𝤅񋑥𝤧𝤊񋑵𝤏𝤒񋻥𝤚𝤿񁯡𝣑𝤊񁯙𝢿𝤖,dev
s2m5e72a72b6c6c5e570f24056fe9f8dfb3.pose,gsg,779,1440,𝠀񈚨񋾡񂌚񎑱񄨲񋵡񆕁𝠃𝤢𝤶񈚨𝤃𝤍񋾡𝣱𝣗񂌚𝣰𝤓񎑱𝣻𝣬񄨲𝣷𝣾񋵡𝣪𝤩񆕁𝣷𝤪,train
s2m5e7b3eda8bb2b90e35214e41f354bf6d.pose,gsg,466,2566,𝠀񋾡񋾡񂈉񍪱񀕃񂤉񂤁񆇡񈟃񋵡񋻥񋗡񋗹𝠃𝥌𝤿񋾡𝣈𝣎񋾡𝤑𝣎񂈉𝣆𝤇񍪱𝣓𝣤񀕃𝣙𝤎񂤉𝤋𝤄񂤁𝤭𝣻񆇡𝣓𝤔񈟃𝣞𝤛񋵡𝣁𝤥񋻥𝤗𝤹񋗡𝤵𝤌񋗹𝤀𝤖,train
s2m5e99fc5d55658dbf3d5e7d6b015eeea2.pose,gsg,508,2084,𝠀񋾡񋾡񋾡񍘱񂌡񂌩񋸥񉍳񉍫񁶑񁶙񋟁񋠍񋻥񆅑񆅑񇀥񇀵񋺅𝠃𝥬𝥈񋾡𝢯𝣄񋾡𝣸𝣄񋾡𝥁𝣄񍘱𝢺𝣜񂌡𝣉𝣿񂌩𝢩𝣿񋸥𝢽𝥂񉍳𝢡𝣭񉍫𝣅𝣭񁶑𝤍𝣭񁶙𝣮𝣸񋟁𝤖𝤏񋠍𝣴𝤚񋻥𝣿𝥁񆅑𝤸𝣭񆅑𝥝𝣭񇀥𝥜𝣿񇀵𝤸𝣿񋺅𝥊𝤽,train
s2m5e9a8560f63bb66c3c7b407c5ea5488f.pose,gsg,16,1288,𝠃𝤆𝤆񋾡𝢩𝣹񀟸𝣝𝤔񀟺𝣁𝤕񇆤𝣓𝤩񇆴𝢳𝤩񋺅𝢳𝥏񍩑𝢵𝤌,train
s2m5e9ba81e7d20b7504777e57a8298a90b.pose,gsg,779,847,𝠀񋾡񍧱񃇱񃇹񆇡񋎨񋏀񆇡񋸥𝠃𝤠𝤻񋾡𝣴𝣑񍧱𝣻𝣥񃇱𝤇𝤕񃇹𝣬𝤕񆇡𝤁𝣹񋎨𝤌𝣺񋏀𝣬𝣹񆇡𝤁𝤈񋸥𝣾𝤵,train
s2m5ebb7b1c4b946b45dae5d7f03ad72411.pose,gsg,508,1508,𝠀񋾡񍲑񃃙񋵡񃃑񇀧񆲕񆕁𝠃𝤬𝤮񋾡𝣰𝣞񍲑𝣿𝣲񃃙𝣧𝤗񋵡𝣠𝤩񃃑𝣵𝤒񇀧𝤎𝤑񆲕𝤌𝤋񆕁𝣧𝤉,train
s2m5ed54da64b761b70d181e056b81bff0d.pose,gsg,583,1666,𝠀񋾡񅤇񍬑񅤏񋟱񋟝񋻥𝠃𝤠𝥃񋾡𝣵𝣉񅤇𝤍𝤀񍬑𝣻𝣟񅤏𝣭𝣸񋟱𝤐𝤞񋟝𝣮𝤖񋻥𝣼𝤽,train
s2m5eee18ddf26710c404280bdb93d90446.pose,gsg,898,2271,𝠀񋾡񋾡񎋱񂣹񋵡񋵡񂣹񆿃񀀃񁦁񀭁񋎩񋴅𝠃𝥋𝤾񋾡𝣂𝣎񋾡𝤗𝣎񎋱𝣏𝣢񂣹𝣁𝤈񋵡𝣂𝤟񋵡𝤗𝤠񂣹𝤖𝤉񆿃𝤻𝤣񀀃𝤭𝤒񁦁𝣮𝣼񀭁𝣙𝣽񋎩𝣰𝤝񋴅𝣛𝤳,train
s2m5ef82ae9d9e5a586a192070b21d0ea6a.pose,gsg,338,1305,𝠀񋾡񋾡񍩑񀀂񀀌񋻥񀀂񀀌񇀲񇀦񆇡񋨁񋨒񋸥𝠃𝥆𝥁񋾡𝣙𝣌񋾡𝤛𝣍񍩑𝣤𝣞񀀂𝣬𝤍񀀌𝣐𝤀񋻥𝣝𝤻񀀂𝤱𝤍񀀌𝤓𝣹񇀲𝤋𝤇񇀦𝤟𝤛񆇡𝤳𝤁񋨁𝣹𝤧񋨒𝣆𝣱񋸥𝤢𝤺,train
s2m5f34e570be0dcacdb1625354d3dbc874.pose,gsg,101,1610,𝠀񋾡񋾡񎋵񋵡񁸑񆿅񆇡񆇡񆇡񁼱񁼹񁼹񆿃񆿗񋸥𝠃𝥉𝤹񋾡𝣋𝣓񋾡𝤜𝣓񎋵𝣘𝣧񋵡𝣃𝤖񁸑𝣥𝣺񆿅𝣙𝤝񆇡𝣙𝤏񆇡𝣙𝤄񆇡𝣙𝣹񁼱𝤺𝣺񁼹𝤒𝣺񁼹𝣈𝣼񆿃𝤬𝤗񆿗𝤚𝤗񋸥𝤥𝤳,train
s2m5f3ee855c2130d38db8330141ead6ff7.pose,gsg,1583,1616,𝠀񋾡񋾡񎋵񂼩񋵡񇆥񁳁񈙁񆘁񆳅񃂄𝠃𝥃𝤷񋾡𝣏𝣕񋾡𝤘𝣕񎋵𝣜𝣩񂼩𝣉𝤋񋵡𝣉𝤝񇆥𝣩𝤈񁳁𝤟𝤘񈙁𝤳𝤃񆘁𝣕𝤝񆳅𝤦𝤂񃂄𝣚𝣼,train
s2m5f59aa2b89c21a0788805aa243a6c541.pose,gsg,1203,1474,𝠀񋾡񋾡񋾡񍲑񎣡񀀒񆇡񈟅񅣧񅣯񋸥񋎩񋎡񎣡񁸃񆇡񈟅𝠃𝥛𝥀񋾡𝢹𝣌񋾡𝣶𝣌񋾡𝤳𝣌񍲑𝣈𝣠񎣡𝢶𝣯񀀒𝢳𝣹񆇡𝢹𝣵񈟅𝢱𝤘񅣧𝤌𝣾񅣯𝣱𝣾񋸥𝣿𝤺񋎩𝤊𝤜񋎡𝣱𝤜񎣡𝤱𝣯񁸃𝤷𝣾񆇡𝤿𝣶񈟅𝤹𝤚,train
s2m5f60331284bf4a3bd53fe6142b3c00cc.pose,gsg,450,1683,𝠀񋾡񎘁񅩁񅩉񆇡񋸥񈟇񈟓𝠃𝤥𝥈񋾡𝣴𝣄񎘁𝤁𝣚񅩁𝤈𝣺񅩉𝣨𝣺񆇡𝤁𝤄񋸥𝣿𝥂񈟇𝤌𝤋񈟓𝣲𝤋,train
s2m5f64bd4c87691ea664599a7d1647a06c.pose,gsg,389,1898,𝠀񄶁񋾡񍲑񄶉񆇡񋵡񇀦񅦱񉳌񆱥񄶉񋵡񋴅𝠃𝥅𝥂񄶁𝣗𝣲񋾡𝣈𝣋񍲑𝣗𝣟񄶉𝣇𝣮񆇡𝣒𝤐񋵡𝣇𝤍񇀦𝣣𝤏񅦱𝤜𝤑񉳌𝤤𝤤񆱥𝤹𝤥񄶉𝤃𝣮񋵡𝤃𝤍񋴅𝣚𝤷,train
s2m5f6c76238c4c7f06a63a82e7baea44f9.pose,gsg,508,559,𝠀񋾡񎋱񀾡񀾩񆇡񆱡񆱥񋸥񋸥񁁡񁁩񆇡񆿂񆿘񆱡񆱥񆿆񋴅񆱡񆱡񆿔񀾡񀾩񀾡񀾩𝠃𝥶𝥈񋾡𝢻𝣄񎋱𝣈𝣘񀾡𝣍𝣭񀾩𝢴𝣭񆇡𝣈𝣿񆱡𝢥𝣼񆱥𝢞𝤔񋸥𝣆𝤻񋸥𝤾𝤹񁁡𝥇𝣼񁁩𝤦𝣼񆇡𝥀𝤌񆿂𝥒𝤐񆿘𝤫𝤐񆱡𝣨𝣼񆱥𝣯𝤔񆿆𝣢𝤄񋴅𝣷𝤽񆱡𝤝𝤏񆱡𝥡𝤏񆿔𝢪𝤄񀾡𝥞𝤝񀾩𝤔𝤝񀾡𝣬𝤝񀾩𝢖𝤝,train
s2m5f8074da150a8182396037f77749b2fd.pose,gsg,694,1745,𝠀񋾡񎑱񀽡񀾉񆇡񇀨񇀨񇀤񆱡񆱥񆱡񆱡񆱡񆱥񇀴񇀸񇀴񋸥𝠃𝥖𝤿񋾡𝣫𝣎񎑱𝣵𝣣񀽡𝣾𝤁񀾉𝣨𝤉񆇡𝣼𝤖񇀨𝤕𝣯񇀨𝤨𝤁񇀤𝤜𝣻񆱡𝤱𝣴񆱥𝤾𝣴񆱡𝥊𝣴񆱡𝣏𝤪񆱡𝢶𝤪񆱥𝣃𝤪񇀴𝣎𝤐񇀸𝣇𝤄񇀴𝢻𝣾񋸥𝣵𝤹,train
s2m5f89ec4b147387a1f322a22d7abe0dce.pose,gsg,474,508,𝠀񌀈񍪱񊒦񅑱񊒥񅑹񋸦񋺅𝠃𝤪𝤱񌀈𝣴𝣪񍪱𝣿𝤀񊒦𝤑𝣛񅑱𝤒𝣲񊒥𝣭𝣛񅑹𝣢𝣲񋸦𝣵𝣬񋺅𝣾𝤦,train
s2m5f8bf9d858a7327f851abefe0b627c40.pose,gsg,474,508,𝠀񋾡񋾡񂌩񎘁񂋣񂋫񂌡񆿅񆿕񆿕񆿅񋴅񂈘񂈠񆇡񋵡񇹧񋺅𝠃𝥟𝥃񋾡𝢻𝣊񋾡𝣸𝣊񂌩𝣮𝣲񎘁𝣈𝣠񂋣𝥂𝣭񂋫𝤶𝤈񂌡𝤑𝣲񆿅𝤑𝤑񆿕𝣴𝤑񆿕𝥀𝤟񆿅𝥒𝤄񋴅𝤖𝤬񂈘𝢭𝣾񂈠𝣅𝣼񆇡𝢺𝣲񋵡𝢮𝤖񇹧𝣆𝤔񋺅𝤂𝤸,train
s2m5fb420bc7b80c5b275268c9a02e077fd.pose,gsg,1677,1694,𝠀񋾡񋾡񎋱񀀡񇀧񂌩񂋢񊻈񋵡񆕁𝠃𝤿𝤳񋾡𝣔𝣚񋾡𝤔𝣚񎋱𝣡𝣮񀀡𝣎𝤉񇀧𝣠𝤗񂌩𝤈𝤑񂋢𝤘𝤂񊻈𝤨𝤕񋵡𝤉𝤮񆕁𝤜𝤛,train
s2m5fb71c52182db7e37e7d71c27e58b0c9.pose,gsg,542,576,𝠃𝤆𝤆񋾡𝢮𝤊񅥑𝢾𝥄񅥙𝢩𝤿񈟁𝢼𝥜񆇡𝣃𝤺񎋱𝢻𝤞񋵡𝢫𝥗,train
s2m5fd68a5ddadd26e90271a7e4b43a51a1.pose,gsg,779,864,𝠀񋾡񎘁񅣱񆿃񆿃񆿃񆿗񆿗񆿗񅣹񋸥𝠃𝤾𝤸񋾡𝣳𝣔񎘁𝤀𝣪񅣱𝤤𝤃񆿃𝤨𝤚񆿃𝤗𝤛񆿃𝤇𝤛񆿗𝣴𝤛񆿗𝣓𝤚񆿗𝣤𝤛񅣹𝣎𝤅񋸥𝣽𝤲,train
s2m5fdde55f18d38d1473e35b21de2b67b3.pose,gsg,525,2033,𝠀񋾡񋾡񍲑񄨁񈙁񆅺񀦱񆇡񋵡񈙈𝠃𝥌𝤮񋾡𝣀𝣞񋾡𝤐𝣞񍲑𝣏𝣲񄨁𝣜𝣱񈙁𝣴𝣰񆅺𝤏𝤓񀦱𝤟𝤇񆇡𝤠𝤣񋵡𝤊𝤥񈙈𝤶𝤇,train
s2m5fed2912fe21988b0e7fdd73a7586ae1.pose,gsg,366,500,𝠀񋾡񋾡񍸑񆅡񆅩񆕁񉌏񋵡񄵑񆿇𝠃𝤷𝤱񋾡𝣖𝣜񋾡𝤐𝣜񍸑𝣢𝣳񆅡𝤨𝤉񆅩𝤔𝤛񆕁𝤥𝤚񉌏𝤐𝤍񋵡𝤖𝤬񄵑𝣵𝣨񆿇𝣶𝤈,train
s2m5ff375ec90cdf04449f624ec88d9ef5d.pose,gsg,1101,1915,𝠀񋾡񋾡񍦑񂣹񋴅񋵡񋵡񂣹񆿃񀀃񁦁񋎩񅊁𝠃𝥕𝤿񋾡𝢼𝣎񋾡𝤝𝣎񍦑𝣉𝣣񂣹𝢻𝤉񋴅𝣘𝤴񋵡𝢷𝤟񋵡𝤓𝤝񂣹𝤗𝤇񆿃𝤧𝤋񀀃𝤷𝤑񁦁𝣫𝤀񋎩𝣮𝤠񅊁𝣐𝤀,train
s2m5ff7b1ae729369ae432e7c8a3f916591.pose,gsg,779,1135,𝠀񋾡񎋵񂣹񂱒񋵡񋨁𝠃𝤜𝤵񋾡𝣷𝣘񎋵𝤄𝣬񂣹𝣵𝤎񂱒𝣿𝤔񋵡𝣱𝤤񋨁𝤇𝤡,train
s2m60021497caae8d6e0d5c993aed688c4f.pose,gsg,516,700,𝠀񋾡񎋵񂇒񂇚񇔅񇔝񆇡񋸥񂈁񂈉𝠃𝤩𝥈񋾡𝣴𝣅񎋵𝤁𝣙񂇒𝤆𝣫񂇚𝣯𝣫񇔅𝤘𝣼񇔝𝣣𝣽񆇡𝤁𝣷񋸥𝣿𝥂񂈁𝤜𝤘񂈉𝣤𝤗,train
s2m600b49b1dc77a7aadd3f2bd4320f5dd6.pose,gsg,1483,1833,𝠀񋾡񋾡񎋱񂇸񀕕񆇡񋵡񆿅񀭁񇑃𝠃𝤹𝤹񋾡𝣓𝣓񋾡𝤐𝣓񎋱𝣠𝣧񂇸𝤑𝤝񀕕𝤚𝣼񆇡𝤎𝤛񋵡𝤞𝤰񆿅𝤬𝣽񀭁𝣭𝣲񇑃𝣬𝤒,train
s2m60160e84213791d31b76529d0ce811b8.pose,gsg,1433,1700,𝠀񋾡񋾡񍘱񋸥񅰲񅰺񇵸񇶐񅥑񅩱񇀥񆱥𝠃𝥃𝥁񋾡𝣌𝣋񋾡𝤕𝣋񍘱𝣗𝣣񋸥𝤟𝤻񅰲𝤪𝤄񅰺𝤏𝤄񇵸𝤬𝣰񇶐𝤋𝣰񅥑𝣝𝣳񅩱𝣚𝤚񇀥𝣉𝤂񆱥𝣗𝤎,dev
s2m6016d577ca4c5ed415f7aa0c6b9eb9f2.pose,gsg,474,1355,𝠀񋾡񎋵񆄹񎲡񋵡񅤡񉥡𝠃𝤝𝤻񋾡𝣹𝣑񎋵𝤆𝣥񆄹𝣷𝣸񎲡𝣽𝤇񋵡𝣰𝤉񅤡𝤃𝤨񉥡𝤊𝤁,train
s2m601f33078c09956b0bbf119331e83472.pose,gsg,1322,1779,𝠀񋾡񋾡񎑱񁲑񆳅񂈑񂈙񆇡񉳋񉳓񆇡񋸥񈝡񆿅𝠃𝥀𝥅񋾡𝣌𝣈񋾡𝤕𝣈񎑱𝣖𝣝񁲑𝣪𝣭񆳅𝣚𝣭񂈑𝤨𝣱񂈙𝤚𝣱񆇡𝤢𝤎񉳋𝤫𝤑񉳓𝤍𝤑񆇡𝤡𝤥񋸥𝤞𝤿񈝡𝣗𝣵񆿅𝣯𝤏,train
s2m60352f5b683710bde5c97947fb921943.pose,gsg,322,1118,𝠀񋾡񍘱񂣱񂣹񆳅񊻂񊻑񆳅񋺅𝠃𝤸𝥃񋾡𝣳𝣊񍘱𝣾𝣢񂣱𝤕𝣳񂣹𝣥𝣲񆳅𝤋𝣱񊻂𝤞𝣾񊻑𝣔𝣽񆳅𝣶𝣱񋺅𝣽𝤸,train
s2m6038398cb093a303c9f300a355b111fe.pose,gsg,322,1118,𝠀񋾡񎘁񆇡񀠢񀠪񋵡񆞁񇆥𝠃𝤦𝤴񋾡𝣩𝣘񎘁𝣶𝣮񆇡𝣭𝤕񀠢𝣽𝤄񀠪𝣭𝤘񋵡𝣧𝤯񆞁𝤋𝣻񇆥𝤍𝤜,train
s2m6038ad1051c21fcdfea11a56c3ddf150.pose,gsg,491,1508,𝠀񂼑񋾡񂼙񍘱񉍯񉍿񋺅񉍿񉍯񉍧񉍷𝠃𝤦𝥁񂼑𝤏𝣱񋾡𝣲𝣌񂼙𝣱𝣱񍘱𝣽𝣤񉍯𝤇𝤄񉍿𝣪𝤃񋺅𝣾𝤶񉍿𝣨𝤤񉍯𝤇𝤥񉍧𝤅𝤔񉍷𝣧𝤔,dev
s2m6040c8c96e34df15cb92c815871d6372.pose,gsg,779,1559,𝠀񋾡񍸑񀏑񆇡񇅃񋵡񂇙񆇡𝠃𝤝𝤸񋾡𝣶𝣔񍸑𝤃𝣫񀏑𝤎𝤊񆇡𝣾𝤅񇅃𝤊𝤧񋵡𝣰𝤠񂇙𝣰𝤃񆇡𝣾𝤖,train
s2m60568f9e69e540b7ca094e4429f513ec.pose,gsg,1300,2350,𝠀񋾡񋾡񍪱񋗩񁯡񁽁񁽉񉟫񉟳񋸥𝠃𝥊𝥈񋾡𝣃𝣄񋾡𝤑𝣄񍪱𝣎𝣚񋗩𝣐𝣻񁯡𝣔𝣪񁽁𝤮𝣷񁽉𝤈𝣷񉟫𝤫𝣨񉟳𝣼𝣨񋸥𝤛𝥂,train
